# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
52.723,38.902,38.902,-4.105,4.662,5.418e-4,6.397e-4,-67.231,2.514e-4,67.231,270,2.21,3.402e-4,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,90,14.747,1008.687,0.001,340.236,0.012,1.3e5,4,12.566,0.21,0.275,6.165e-4
52.932,38.041,38.041,-4.105,4.662,0.006,0.316,-67.694,2.381e-4,67.694,270,2.209,0.316,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.342,90,14.753,1008.788,0.001,340.239,0.012,1.301e5,4,12.566,0.21,0.275,6.165e-4
53.142,37.181,37.181,-4.103,4.692,0.009,0.512,-68.164,2.246e-4,68.164,270,2.276,0.512,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.975,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.49,90,14.758,1008.889,0.001,340.242,0.012,1.302e5,4,12.566,0.21,0.275,6.214e-4
53.351,36.321,36.321,-4.102,4.744,-0.013,0.021,-68.652,2.11e-4,68.652,270,2.383,0.017,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.964,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.376,90,14.764,1008.99,0.001,340.246,0.012,1.3e5,4,12.566,0.21,0.276,6.297e-4
53.561,35.461,35.461,-4.104,4.744,0.004,0.249,-69.151,1.971e-4,69.151,270,2.379,0.248,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.276,90,14.77,1009.091,0.001,340.249,0.012,1.301e5,4,12.566,0.21,0.276,6.297e-4
53.771,34.601,34.601,-4.103,4.717,-0.002,0.075,-69.645,1.828e-4,69.645,270,2.327,0.074,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.296,90,14.775,1009.192,0.001,340.253,0.012,1.3e5,4,12.566,0.21,0.276,6.255e-4
53.98,33.741,33.741,-4.104,4.71,0.004,0.248,-70.131,1.684e-4,70.131,270,2.312,0.248,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.208,90,14.781,1009.293,0.001,340.256,0.012,1.301e5,4,12.566,0.21,0.276,6.243e-4
54.19,32.881,32.881,-4.103,4.684,-0.002,0.038,-70.61,1.542e-4,70.61,270,2.26,0.038,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.276,90,14.786,1009.394,0.001,340.259,0.012,1.3e5,4,12.566,0.21,0.276,6.201e-4
54.399,32.021,32.021,-4.104,4.688,0.001,0.119,-71.084,1.4e-4,71.084,270,2.268,0.119,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.318,90,14.792,1009.494,0.001,340.263,0.012,1.301e5,4,12.566,0.21,0.276,6.208e-4
54.609,31.161,31.161,-4.103,4.7,0.006,0.346,-71.562,1.26e-4,71.562,270,2.293,0.346,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.148,90,14.797,1009.595,0.001,340.266,0.012,1.301e5,4,12.566,0.21,0.276,6.227e-4
54.818,30.302,30.302,-4.102,4.664,0.008,0.514,-72.035,1.12e-4,72.035,270,2.22,0.514,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,90,14.803,1009.696,0.001,340.27,0.012,1.302e5,4,12.566,0.21,0.276,6.17e-4
55.028,29.442,29.442,-4.1,4.612,-0.012,0.088,-72.489,9.808e-5,72.489,270,2.112,0.087,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.964,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.076,90,14.809,1009.797,0.001,340.273,0.012,1.3e5,4,12.566,0.21,0.276,6.087e-4
55.238,28.583,28.583,-4.103,4.606,0.006,0.335,-72.929,8.448e-5,72.929,270,2.094,0.335,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.954,90,14.814,1009.898,0.001,340.276,0.012,1.302e5,4,12.566,0.209,0.276,6.076e-4
55.447,27.723,27.723,-4.102,4.574,-0.005,0.056,-73.361,7.124e-5,73.361,270,2.024,0.055,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,90,14.82,1009.999,0.001,340.28,0.012,1.3e5,4,12.566,0.21,0.276,6.024e-4
55.657,26.864,26.864,-4.103,4.58,0.003,0.203,-73.786,5.831e-5,73.786,270,2.036,0.203,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.121,90,14.825,1010.099,0.001,340.283,0.012,1.301e5,4,12.566,0.209,0.277,6.033e-4
55.866,26.004,26.004,-4.102,4.598,0.001,0.217,-74.217,4.562e-5,74.217,270,2.078,0.217,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.169,90,14.831,1010.2,0.001,340.286,0.012,1.301e5,4,12.566,0.209,0.277,6.064e-4
56.076,25.145,25.145,-4.102,4.619,9.464e-4,0.224,-74.657,3.298e-5,74.657,270,2.124,0.224,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.218,90,14.837,1010.301,0.001,340.29,0.012,1.301e5,4,12.566,0.209,0.277,6.097e-4
56.285,24.286,24.286,-4.102,4.64,-0.001,0.102,-75.107,2.022e-5,75.107,270,2.171,0.102,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.213,90,14.842,1010.402,0.001,340.293,0.012,1.301e5,4,12.566,0.209,0.277,6.132e-4
56.495,23.427,23.427,-4.102,4.651,2.756e-4,0.021,-75.564,7.263e-6,75.564,270,2.192,0.021,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.201,90,14.848,1010.502,0.001,340.297,0.012,1.301e5,4,12.566,0.209,0.277,6.148e-4
56.704,22.568,22.568,-4.102,4.653,0.005,0.297,-76.023,-5.898e-6,76.023,270,2.196,0.297,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.072,90,14.853,1010.603,0.001,340.3,0.012,1.302e5,4,12.566,0.209,0.277,6.151e-4
56.914,21.709,21.709,-4.101,4.623,-6.871e-4,0.244,-76.477,-1.92e-5,76.477,270,2.134,0.244,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.032,90,14.859,1010.704,0.001,340.303,0.012,1.301e5,4,12.566,0.209,0.277,6.103e-4
57.123,20.85,20.85,-4.101,4.599,0.005,0.369,-76.918,-3.248e-5,76.918,270,2.083,0.369,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.238,90,14.864,1010.805,0.001,340.307,0.012,1.302e5,4,12.566,0.209,0.277,6.066e-4
57.332,19.991,19.991,-4.1,4.634,-0.005,0.119,-77.363,-4.558e-5,77.363,270,2.16,0.119,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,90,14.87,1010.905,0.001,340.31,0.012,1.301e5,4,12.566,0.209,0.277,6.122e-4
57.542,19.132,19.132,-4.101,4.647,4.843e-4,0.09,-77.818,-5.862e-5,77.818,270,2.185,0.09,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.223,90,14.876,1011.006,0.001,340.314,0.012,1.301e5,4,12.566,0.209,0.277,6.142e-4
57.751,18.273,18.273,-4.101,4.656,0.004,0.285,-78.277,-7.18e-5,78.277,270,2.204,0.285,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.085,90,14.881,1011.107,0.001,340.317,0.012,1.302e5,4,12.566,0.209,0.277,6.156e-4
57.961,17.415,17.415,-4.1,4.627,-0.003,0.073,-78.733,-8.511e-5,78.733,270,2.145,0.073,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.114,90,14.887,1011.208,0.001,340.32,0.012,1.301e5,4,12.566,0.209,0.278,6.11e-4
58.17,16.556,16.556,-4.101,4.62,0.006,0.337,-79.18,-9.842e-5,79.18,270,2.129,0.336,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,90,14.892,1011.308,0.001,340.324,0.012,1.302e5,4,12.566,0.209,0.278,6.1e-4
58.379,15.698,15.698,-4.099,4.652,-0.004,0.133,-79.633,-1.116e-4,79.633,270,2.2,0.133,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.144,90,14.898,1011.409,0.001,340.327,0.012,1.301e5,4,12.566,0.209,0.278,6.151e-4
58.589,14.839,14.839,-4.1,4.64,-9.33e-5,0.019,-80.091,-1.248e-4,80.091,270,2.172,0.019,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18,90,14.904,1011.51,0.001,340.33,0.012,1.301e5,4,12.566,0.209,0.278,6.131e-4
58.798,13.981,13.981,-4.1,4.642,0.005,0.275,-80.546,-1.381e-4,80.546,270,2.176,0.275,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.291,90,14.909,1011.61,0.001,340.334,0.012,1.302e5,4,12.566,0.209,0.278,6.134e-4
59.008,13.123,13.123,-4.099,4.668,0.008,0.469,-81.008,-1.514e-4,81.008,270,2.233,0.469,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.43,90,14.915,1011.711,0.001,340.337,0.012,1.303e5,4,12.566,0.209,0.278,6.177e-4
59.217,12.264,12.264,-4.097,4.714,0.002,0.488,-81.486,-1.648e-4,81.486,270,2.332,0.488,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.972,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.127,90,14.92,1011.812,0.001,340.341,0.012,1.302e5,4,12.566,0.209,0.278,6.252e-4
59.426,11.406,11.406,-4.097,4.664,-0.002,0.434,-81.963,-1.785e-4,81.963,270,2.229,0.434,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,90,14.926,1011.912,0.001,340.344,0.012,1.302e5,4,12.566,0.209,0.278,6.171e-4
59.636,10.548,10.548,-4.097,4.622,-0.009,0.033,-82.421,-1.923e-4,82.421,270,2.138,0.032,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.152,90,14.931,1012.013,0.001,340.347,0.012,1.301e5,4,12.566,0.209,0.278,6.103e-4
59.845,9.69,9.69,-4.099,4.627,0.008,0.39,-82.869,-2.059e-4,82.869,270,2.145,0.39,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.973,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.982,90,14.937,1012.114,0.001,340.351,0.012,1.303e5,4,12.566,0.209,0.278,6.11e-4
60.055,8.832,8.832,-4.097,4.588,-0.004,0.244,-83.31,-2.193e-4,83.31,270,2.063,0.244,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.166,90,14.943,1012.214,0.001,340.354,0.012,1.301e5,4,12.566,0.209,0.278,6.048e-4
60.264,7.974,7.974,-4.098,4.612,0.009,0.465,-83.747,-2.324e-4,83.747,270,2.114,0.465,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.309,90,14.948,1012.315,0.001,340.357,0.012,1.303e5,4,12.566,0.209,0.279,6.086e-4
60.473,7.116,7.116,-4.096,4.655,-0.01,0.052,-84.2,-2.453e-4,84.2,270,2.212,0.051,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.191,90,14.954,1012.415,0.001,340.361,0.012,1.301e5,4,12.566,0.209,0.279,6.157e-4
60.683,6.258,6.258,-4.099,4.652,0.002,0.153,-84.662,-2.584e-4,84.662,270,2.201,0.153,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.137,90,14.959,1012.516,0.001,340.364,0.012,1.302e5,4,12.566,0.209,0.279,6.152e-4
60.892,5.401,5.401,-4.098,4.637,0.016,0.575,-85.119,-2.717e-4,85.119,270,2.169,0.575,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.978,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.929,90,14.965,1012.617,0.001,340.368,0.012,1.304e5,4,12.566,0.209,0.279,6.127e-4
61.101,4.543,4.543,-4.095,4.579,-0.016,0.061,-85.56,-2.85e-4,85.56,270,2.049,0.059,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.963,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.024,90,14.97,1012.717,0.001,340.371,0.012,1.301e5,4,12.566,0.209,0.279,6.034e-4
61.311,3.686,3.686,-4.098,4.576,0.001,0.127,-85.988,-2.982e-4,85.988,270,2.036,0.127,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.983,90,14.976,1012.818,0.001,340.374,0.012,1.302e5,4,12.566,0.209,0.279,6.029e-4
61.52,2.828,2.828,-4.098,4.564,0.04,0.89,-86.411,-3.11e-4,86.411,270,2.01,0.889,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.992,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.381,90,14.982,1012.918,0.001,340.378,0.012,1.307e5,4,12.566,0.209,0.279,6.01e-4
61.729,1.972,1.972,-4.089,4.642,-0.038,0.144,-86.851,-3.235e-4,86.851,270,2.196,0.139,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.957,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,90,14.987,1013.019,0.001,340.381,0.012,1.299e5,4,12.566,0.481,0.279,6.138e-4
# Event GROUND_HIT occurred at t=62.21 seconds
# Event SIMULATION_END occurred at t=62.21 seconds
62.21,0,0,-4.108,4.627,0.053,0.22,-87.892,-3.535e-4,87.892,270,2.129,0.213,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.985,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.218,90,15,1013.25,0.001,340.389,0.012,1.305e5,4,12.566,NaN,0.279,6.107e-4
